,CommitTime,CommitMessage,CommitID,ReadingError,axioms,reasonerActive,logicalAxioms,subClassOfAxioms,inverseObjectPropertyAxioms,objectPropertiesOnClasses,OntoQA_Cohesion,OntoQA_Relationship_Richness,OntoQA_Relationship_Diversity,OntoQA_Class_Utilization,OntoQA_Class_Inheritance_Richness,OntoQA_Attribute_Richness,OntoQA_Schema_Deepness,individuals,classes,classesWithIndividuals,created,repository,fileName,branch,wholeRepositoryAnalyzed
47,2018-09-03 15:39:54+00:00,"Release 2018-09-03
",d6c11f2758b2c20b5b873ca105869952a3785577,,15964,False,3958,2988,1,425,1,0.8754761207149135,0.8754761207149135,0.0,1.9364873622812702,0.0,1.9364873622812702,0,1543,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
48,2018-09-14 14:56:20+00:00,"Release 2018-09-14
",32706722cdd9bf11d3de405b060a1c09addadac7,,15974,False,3958,2988,1,425,1,0.8754761207149135,0.8754761207149135,0.0,1.9364873622812702,0.0,1.9364873622812702,0,1543,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
49,2018-11-10 12:29:08+00:00,"Release 11-10-18
",ceca38eb4151be8791a0078fe1f9c2ba1d5b9f7c,,16060,False,3971,3001,1,425,1,0.87594862813777,0.87594862813777,0.0,1.9286632390745502,0.0,1.9286632390745502,0,1556,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
50,2018-12-17 13:50:23+00:00,"Release 12-17-2018
",152ed0349177e05d77750b9efe3e922b09ca6062,,16334,False,4034,3048,1,424,1,0.8778801843317973,0.8778801843317973,0.0,1.9218158890290038,0.0,1.9218158890290038,0,1586,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
51,2019-01-04 13:51:11+00:00,"Release 2019-01-04
",e623503a2ce23b9babd032f0e01f03bbceffda53,,16478,False,4040,3054,1,424,1,0.878090856814261,0.878090856814261,0.0,1.9183417085427135,0.0,1.9183417085427135,0,1592,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
52,2019-02-01 20:45:45+00:00,"Release 2019-02-01
",818edc58aa67e4a35144f8b1bcd5fbdb5309b198,,16514,False,4048,3060,1,424,1,0.878300803673938,0.878300803673938,0.0,1.9196988707653702,0.0,1.9196988707653702,0,1594,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
53,2019-03-29 14:59:10+00:00,"Release 2019-03-29
",2c19e59b3381add14d9efee64f084747ba570ec6,,17689,False,4044,2968,1,2,1,0.9993265993265993,0.9993265993265993,0.0,1.6854060193072118,0.0,1.6854060193072118,0,1761,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
54,2019-04-01 20:35:07+00:00,"Release 04-01-2019
",1ba7dfc4c7947eb6302f57b77f8ba6fa2df85ef2,,17689,False,4044,2968,1,2,1,0.9993265993265993,0.9993265993265993,0.0,1.6854060193072118,0.0,1.6854060193072118,0,1761,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
55,2019-05-14 15:14:36+00:00,"Release 2019-05-14
",d0cbe1b853b8b2d1d5ebd79c70d5541ad3160e48,,17917,False,4089,3001,1,2,1,0.9993339993339994,0.9993339993339994,0.0,1.6840628507295174,0.0,1.6840628507295174,0,1782,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
56,2019-06-14 15:30:45+00:00,"Release 2019-06-14
",4ef9f6210bfc7980179dfbac765ed907b3d30a31,,16978,False,3023,3017,1,0,1,1.0,1.0,0.0,1.676111111111111,0.0,1.676111111111111,0,1800,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
57,2019-06-14 15:46:15+00:00,Use travis distribution trusty,b926ec45327b9ec32e99357e9a263aa0f1dc6f4a,,17917,False,4089,3001,1,2,1,0.9993339993339994,0.9993339993339994,0.0,1.6840628507295174,0.0,1.6840628507295174,0,1782,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
58,2019-06-14 16:14:50+00:00,"Merge branch 'master' into rc-2019-06-14
",9fe08216b69e9412f79076af51ca989165d95cfb,,16978,False,3023,3017,1,0,1,1.0,1.0,0.0,1.676111111111111,0.0,1.676111111111111,0,1800,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
59,2019-06-18 16:23:13+00:00,"Fix date format
",dad9da1f63170a5794483229c8a4d52ef4f1fd68,,16978,False,3023,3017,1,0,1,1.0,1.0,0.0,1.676111111111111,0.0,1.676111111111111,0,1800,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
60,2019-09-07 15:03:31+00:00,"Release 2019-09-07
",c84ee2511dd407f12bc9bb18124afb8f8ede5b1d,,16989,False,3023,3017,1,0,1,1.0,1.0,0.0,1.676111111111111,0.0,1.676111111111111,0,1800,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
61,2019-10-16 15:53:57+00:00,"2019-10-16 release
",ba93d3e2d6e30dbec2b093ecdedb0b3410330c2b,,17105,False,3033,3027,1,0,1,1.0,1.0,0.0,1.676079734219269,0.0,1.676079734219269,0,1806,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
62,2020-01-03 23:42:58+00:00,"Release 2020-01-03
",a41316f33339adca5fbc4b0553eb3a9b968891d4,,17133,False,3027,3021,1,0,1,1.0,1.0,0.0,1.6709070796460177,0.0,1.6709070796460177,0,1808,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
63,2020-01-07 16:04:19+00:00,"Relase 2020-01-07
",ac5f7b2191859677fdd3b39a47cae218e49cb6ce,,17137,False,3031,3025,1,0,1,1.0,1.0,0.0,1.6731194690265487,0.0,1.6731194690265487,0,1808,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
